,text
1237734,"yesterday the world saw that ukraine is standing and fighting, which means it should be supported ukraine russia russianarmy"
1238449,"no standwithukraine war, a huge request to those who see it, help distribute leaflets because minors do not have such opportunities to help the situation, I and my friends can’t put them up, so if anyone plans to put up leaflets, use my"
1238810,super heroes of our time respect anonymous
1239093,from telegram Azerbaijanis started taking pictures of military tickets of Armenian soldiers who died in Artsakh in 2008 and spreading them on Ukrainian websites as evidence of the participation of Armenian military in hostilities in Ukraine ukraine
1240123,"I read a lot of comments and various posts by Russians, you creatures don’t even regret what is happening with us, they say we deserve it, your valiant army is invincible and there are no losses, so the bitches tell you you are already thousands less, and this is just a warm-up russia russianarmy"
1240161,"Ukrainian businessman of Syrian origin tarik aljasem formed a detachment at his own expense to protect ukraine ""we will defend ourselves to the end, i will not let my house be destroyed again"" ukraine russia ukrainewar ukraine russiaukraineconflict ukrainerussia war"
1240577,irpin bucha raion kyiv oblast ukraine
1240692,dear friends pray for ukraine for our children defenders of the homeland of peaceful people stopwarukraine kyiv ukraine stopwar kharkiv odessa kievukraine lviv
1240854,more than a million people from all over the world have already signed a large-scale open letter against the war add your voice and support the people of ukraine nowar standwithukraine standwithukriane​
1240945,Azerbaijanis who died for Ukraine Yolchu Aliyev🥀 Fariz Ibrahimov🥀 Sergeant Sahib Atakishiyev🥀 and Captain Ilgar Bagirov🥀 allah rəhmət etsin🤲 stoprussianaggression standwithukriane ukraine prayingforukraine
1241025,reviews newstroy closethesky stoprussia hungary kyiv stopputin nowar Kiev
1241809,"⚡️Roskomnadzor’s website has fallen down, they are associated with the activities of hackers anonymous By the way, now Ukrainian music is playing on Russian TV on almost all channels, possibly also the work of hackers"
1242275,people from all over the world are signing this massive open letter against war add your vote and support the people of ukraine ukraine nowar standwithukraine
1242610,"❗️❗️❗️I ask for a massive retweet❗️❗️❗️ the guys, in addition to helping Ukrainian refugees who are now fleeing to Poland, also decided to create an application to warn civilians about an air attack stopwar no war standwithukraine ukrainewar ukraineunderattack ukraineinvasion"
1242731,hour of resistance and defense kyiv does not give up and ukraine kyiv will win anyway
1242962,brave Ukrainian woman burned armored personnel carrier occupiers our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
1243195,hour of resistance and defense kyiv does not give up and ukraine kyiv will win anyway
1243276,"❗️❗️❗️I ask for a massive retweet❗️❗️❗️ the guys, in addition to helping Ukrainian refugees who are now fleeing to Poland, also decided to create an application to warn civilians about an air attack stopwar no war standwithukraine ukrainewar ukraineunderattack ukraineinvasion"
1243355,hour of resistance and defense kyiv does not give up and ukraine kyiv will win anyway
1243771,demitalization of russian equipment is going in a great way minus the truck
1244656,Chechen General Magomed Tushaev kills Kadyrov's motorized infantry unit leader in Hostomel ukraine nowar
1244858,russian invasion on ukraine ukraineinvasion kharkiv who has the opportunity to help the sun - get up and help thanks to you the city will be able to survive make molotov cocktails burn the equipment of the occupiers
1244919,hour of resistance and defense kyiv does not give up and ukraine kyiv will win anyway
1245141,hostomel bucha raion kyiv oblast ukraine hostomel bucha district kiev region ukraine from morning to now a lot of severe and
1245522,russian invasion on ukraine ukraineinvasion kharkiv who has the opportunity to help the sun - get up and help thanks to you the city will be able to survive make molotov cocktails burn the equipment of the occupiers
1245895,russian invasion on ukraine ukraineinvasion kharkiv who has the opportunity to help the sun - get up and help thanks to you the city will be able to survive make molotov cocktails burn the equipment of the occupiers
1246171,brave Ukrainian woman burned armored personnel carrier occupiers our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
1246264,putin damn you in Kyiv several floors of a residential high-rise building were destroyed by a missile strike no one will ever forgive these Putin's criminals for what they are doing now no war kyiv
1246453,people from all over the world are signing this massive open letter against war add your vote and support the people of ukraine ukraine nowar standwithukraine
1246475,tell the Russians the truth Ukrainian influencers popular in Russia tell the truth about the war video our telegram channel odessa odessa odesa odessa ukraine ukraine
1246672,hour of resistance and defense kyiv does not give up and ukraine kyiv will win anyway
1246853,people from all over the world are signing this massive open letter against war add your vote and support the people of ukraine ukraine nowar standwithukraine
1247271,long live ukraine ukraine ukraineconflict kyiv
1247309,спасибо elonmusk ukraine stoprussia stopwar
1247575,people from all over the world are signing this massive open letter against war add your vote and support the people of ukraine ukraine nowar standwithukraine
1247740,irpin bucha raion kyiv oblast ukraine
1247785,hour of resistance and defense kyiv does not give up and ukraine kyiv will win anyway
1248218,the head of the border service of ukraine sergey deineko wrote an appeal to the head of the state border committee of belarus anatoliy lappo damn you creatures ukrainewar
1248508,people from all over the world are signing this massive open letter against war add your vote and support the people of ukraine ukraine nowar standwithukraine
1248517,people from all over the world are signing this massive open letter against war add your vote and support the people of ukraine ukraine nowar standwithukraine
